id,name,focus,scu,size,crew,flight_ready,image_url,brand_id
90,Mustang Beta,PATHFINDER,0,Small,1,true,"https://robertsspaceindustries.com/i/350dbb5a00529914c2a50752b9e455000ab41e94/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjGdyC4SvNZEPGqps3S9SJexi4jB6ztz22)/source.webp",6
91,Mustang Delta,LIGHT FIGHTER,0,Small,1,true,"https://robertsspaceindustries.com/i/3a0e3ce4ced9f3767ac5b51c74fdba79d99e7709/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResepafddG3GYsbfAVx7hbw9Xwjpyuw5z22a)/source.webp",6
92,Mustang Gamma,RACING,0,Small,1,true,"https://robertsspaceindustries.com/i/2aea9e952009e457566cd38f1698e4864bdeed37/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseBSrAv4osfDsR17X1NzWhg5MhDW1neGwx)/source.webp",6
93,Mustang Omega,RACING,0,Small,1,true,"https://robertsspaceindustries.com/i/f19022ba7a1707ccdb78dcf695f2ef9d9b9b35fd/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskUM4JKzJ9dsqVZzEweh1C1unScWqpchtJ)/source.webp",6
94,Nomad,STARTER,24,Medium,1,true,"https://robertsspaceindustries.com/i/98e79e8d66280cfbd42ed67c81edfc759a79ec83/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjP6uiDaGZDAiDD1wpjtMms52A8twLXjMQ)/source.webp",6
95,Pioneer,HEAVY CONSTRUCTION,1000,Capital,4,false,"https://robertsspaceindustries.com/i/50bb5d2f215ab21fc4d13bb241c001c64cb33eaa/resize(1820,1024,cover,hgjbks2vRxvijgZCkcudyey3yf2YnBqfanX6U636vzzNeeFdx43A2FpB1JVc7Xvq4q8CRfEHpFzSVmnzxaoM65fTo4)/source.webp",6
96,A1 Spirit,BOMBER,0,Medium,2,true,"https://robertsspaceindustries.com/i/8dd23d865543540372922e592bd06196e0cc32ec/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjqeH5Syrkjvs1ARQzHr1K5xByXfMTgZrN)/source.webp",7
97,A2 Hercules,HEAVY BOMBER,0,Large,6,true,"https://robertsspaceindustries.com/i/8f68e99ee76f7ab8ae8da725196f32d9a5d61a69/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResidY9GU2m2dhad9nWNxb18qK9ZrBf6PhFU)/source.webp",7
98,Ares Inferno,HEAVY FIGHTER,0,Medium,1,true,"https://robertsspaceindustries.com/i/8ba059daedf99e377a6b4773167364933ec37348/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskPUMphCZRXRAQLjVqV1sqM6EBTAiv9qKc)/source.webp",7
99,Ares Ion,HEAVY FIGHTER,0,Small,1,true,"https://robertsspaceindustries.com/i/38f0c5a9561f3f29798207b431326db3a998d0ce/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResidZaY5SRiicBUSgjL8oiDCWFUNRcX7Mnv)/source.webp",7
100,C1 Spirit,MEDIUM FREIGHT,0,Medium,2,true,"https://robertsspaceindustries.com/i/bac6648185eab3ca89a9b859d6092c81fe337587/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjfBqExzNdjFYFntDZSQvoviQmVRUrSXUz)/source.webp",7
101,C2 Hercules,HEAVY FREIGHT,0,Large,2,true,"https://robertsspaceindustries.com/i/387f877bf5aae2c4dc6e32568d621473b5d4d79e/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskpcDUyTPuKfT2cePUz4jof5hYcpd6LjZx)/source.webp",7
103,Genesis,PASSENGER,0,Large,2,false,"https://robertsspaceindustries.com/i/28b84eece3d88da1ef46512f5ccda2d52ab5188b/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjCZtmWTXGYC6ppEv2dfyqgTt8K3kv8r4E)/source.webp",7
104,Intrepid,LIGHT FREIGHT,8,Small,1,true,"https://robertsspaceindustries.com/i/6c8a974fda24417eeffaf0c01e2f4d1c0b9ecd4e/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskZh1CNYQ3572KikzS5RcFRif9Cumk34qU)/source.webp",7
105,M2 Hercules,MILITARY TRANSPORT,0,Large,3,true,"https://robertsspaceindustries.com/i/ecbed3dfd956ca7abe163b3cda1e43784c9d5d53/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseTg8yHWoyFU5ctCYvWz382EoBq77xDmMY)/source.webp",7
106,Mercury,MEDIUM CARGO / MEDIUM DATA,114,Medium,2,true,"https://robertsspaceindustries.com/i/968944e4818ed482e8ca891152eec706ce5575ce/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseM2Qd3hg33nVNrZr93SXcfBLpXPPoyseW)/source.webp",7
102,E1 Spirit,PASSENGER,0,Medium,2,false,"https://robertsspaceindustries.com/i/69ac36022b20a1aa06ac554df601ae7c6b8eacb3/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjk9bBeoUteJkovWT3ApUz7T174pHLYJ4E)/source.webp",7
107,Buccaneer,INTERDICTION,0,Small,1,true,"https://robertsspaceindustries.com/i/ce397ce5177b61e3c698eac1667c7982fc0333a0/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResezCh7hqEM1ouaaszB9mDc2C9vpC1wGmhp)/source.webp",8
108,Caterpillar,HEAVY FREIGHT,0,Large,4,true,"https://robertsspaceindustries.com/i/5d38be418f6393b3a97d5341ddf6dcc866f92048/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseBYkxomy2F5nsE4C5GSarCBzaijFs8Gdk)/source.webp",8
109,Corsair,EXPEDITION,72,Large,1,true,"https://robertsspaceindustries.com/i/f254322de966a6c59fa992181e8fb0cd9922f597/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResf1XMP49iifJEdNC1Y2F1c43JdmfwrQHre)/source.webp",8
110,Cutlass Black,MEDIUM FREIGHT,0,Medium,2,true,"https://robertsspaceindustries.com/i/23b7d89ec0b391d6ed79e7169c133ecbce5153b3/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseczedehU6DiyGVBJrQEkLAao6v8XpwcvS)/source.webp",8
111,Cutlass Blue,INTERDICTION,0,Medium,3,true,"https://robertsspaceindustries.com/i/9b80c3b6ee3520252d93a03a5d62d37dd67db76c/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseNAXvbPq3dAF8iYwuSZSHMTy24T75fkeA)/source.webp",8
112,Cutlass Red,MEDICAL,0,Medium,2,true,"https://robertsspaceindustries.com/i/fac734628c93a3bc5163570403de8d6008b22439/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskfBtT1vzYFaw6fbz4Ly8762W5tPFVNwTc)/source.webp",8
113,Cutlass Steel,DROPSHIP,0,Medium,3,true,"https://robertsspaceindustries.com/i/61ac64d9c5804064a47bd94e0550ab1499b3cb26/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjk8SgXwmm29ZdPPy1wDcMYUbd9Bq6m2W2)/source.webp",8
114,Cutter,STARTER / LIGHT FREIGHT,0,Small,1,true,"https://robertsspaceindustries.com/i/0394ab32c1b435db8eec143ff91ae468f1af4c20/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResj5ym2DKsq5cBCWrdebV79wxvB4CrVzUzi)/source.webp",8
115,Cutter Rambler,STARTER / EXPEDITION,0,Small,1,true,"https://robertsspaceindustries.com/i/b9bc6bb3312e830db0bef2a729917a915668c5b1/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResepw8aT4Fei7123y9mJC4z9zyacUBP5Snr)/source.webp",8
116,Cutter Scout,RECONNAISSANCE / INTELLIGENCE,0,Small,1,true,"https://robertsspaceindustries.com/i/857bf4b03b55d8c6caf5dfdf0aaad8f7a990572e/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResezCiG492YM3jcP1NHchGCbHDScAAMrK82)/source.webp",8
117,Dragonfly Black,RACING,0,Small,2,true,"https://robertsspaceindustries.com/i/4edf9f73028b9bce027a2f99ef05334615b593e0/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskPN4yumMk5nt91UxccBVecfwddqkyqWeJ)/source.webp",8
118,Golem,MINING,32,Small,1,true,"https://robertsspaceindustries.com/i/9a1744357e6a391c84bcc9e214bc73de9b5b8539/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskqx8QbDKyKvq57QLarN7q9v5Jm4q5hBWn)/source.webp",8
119,Herald,MEDIUM DATA,0,Small,1,true,"https://robertsspaceindustries.com/i/8632c51efb3ab9c8fdc2cddef7ab0eeca8faaf49/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResj21mVS6o1YrzqWhXT7tPnLa7wSa8Z5Cr2)/source.webp",8
120,Ironclad,ARMORED FREIGHT,0,Large,6,false,"https://robertsspaceindustries.com/i/5cd6060da3bd100f50a1824e74b1b9fa8c10db30/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjCenc9xo5pCEHm5Fwe536D13Zbb9SA7PU)/source.webp",8
121,Ironclad Assault,COMBINED ARMS PLATFORM,0,Large,6,false,"https://robertsspaceindustries.com/i/ed8e849d3c3f66f71cd99fae9cbe748b280646d2/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResiiq2gADRhkfGJyL3BL3pHMYU5vMcUJ5AN)/source.webp",8
122,Kraken,MULTI-ROLE / LIGHT CARRIER,0,Capital,10,false,"https://robertsspaceindustries.com/i/cb1e6580add474b7f3f2bf18f5081326d5967779/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjqYHRGgyn5CBWsSTK3b9eZJ6fQD1C1ydp)/source.webp",8
123,Kraken Privateer,MULTI-ROLE / LIGHT CARRIER,0,Capital,10,false,"https://robertsspaceindustries.com/i/7bdbb6f6645c025a35597d000693eefe0b1266bf/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjqYJiA954ovGyjrhJzKDcRSB3GeX5S1Wn)/source.webp",8
124,Mule,TRANSPORT,2,Vehicle,1,true,"https://robertsspaceindustries.com/i/2ba95c78be656fd8f4c16b64c0367405f83fce82/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjZdarzsBbDcn1GYaeu1WNwbzqtAK8bU9C)/source.webp",8
125,Vulture,LIGHT SALVAGE,12,Small,1,true,"https://robertsspaceindustries.com/i/f6db59eb9fab5f42cfea9f996f86dd4036b8d712/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskCvCdRfAMGuDBYzhaECpNCyZZJ4VYpLjp)/source.webp",8
126,Blade,LIGHT FIGHTER,0,Small,1,true,"https://robertsspaceindustries.com/i/b04d825a1a9581f6aed49a82c9993b9cc4bec858/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseBp7yuysMv26jp9p5LodLWy2NVMYvDzpn)/source.webp",9
127,Glaive,MEDIUM FIGHTER,0,Medium,1,true,"https://robertsspaceindustries.com/i/fc1d9cc71019ccc212d529c0dd3992bba89a35c3/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjkMe11deKVPSCGJVKnteWRPFAx1t7qwaN)/source.webp",9
128,Prowler,DROPSHIP,0,Medium,2,true,"https://robertsspaceindustries.com/i/7f3bf5d9149c8b966011e50998a8efdf19acb583/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjNqLCYXQvhiupHum3Mu6UnYgMrvnMPs8z)/source.webp",9
129,Talon,LIGHT FIGHTER,0,Small,1,true,"https://robertsspaceindustries.com/i/b65ccb7e424a05c2f0f2fc1a5c488a9cdeeb43f9/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResee7KFjLApo7TLv6HYPxWKPfdQBFRWWScW)/source.webp",9
130,Talon Shrike,LIGHT FIGHTER,0,Small,1,true,"https://robertsspaceindustries.com/i/f15eeab670096bb3d2b00bfbe7cbae21c633ddcb/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskP6himk2e2VKuzMZPqXMRLUttTqURu3Ca)/source.webp",9
131,Railen,MEDIUM FREIGHT,320,Large,1,false,"https://robertsspaceindustries.com/i/4dfd4449568b2e1cad2c68f29b0359e340904275/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjMt9zucHrQHoZQjxE5UZEkUPmzpv3giza)/source.webp",10
132,Syulen,STARTER,6,Small,1,true,"https://robertsspaceindustries.com/i/11c4dccf824516cd0fd1231fc1dc25169ddfb1e2/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResevDjh8NbxfyAnM6defNpFEAzcGPsCoH9x)/source.webp",10
163,Odyssey,EXPEDITION,252,Large,1,false,"https://robertsspaceindustries.com/i/ccf8090a7f5107857af3115ac8535c25ac486d30/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskkTUwu7hSxftmz1nsS3kx4Xi3ZuZQfPug)/source.webp",12
153,Fortune,SALVAGE,12,Small,1,true,"https://robertsspaceindustries.com/i/9bef3b1724f71a08838f376b1fa96e5407ad62dc/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskpZqbdWXd8HG1RfFhL49HBbLmi7dh7Vee)/source.webp",12
140,Fury,SNUB FIGHTER,0,Small,1,true,"https://robertsspaceindustries.com/i/1aeead1c6c8a81986b915ea67f9dc113e5eb1cb1/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjNsitwktGuZ1F2jyemypwgMsPr4K8FxaJ)/source.webp",16
167,Reliant Sen,LIGHT SCIENCE,0,Small,2,true,"https://robertsspaceindustries.com/i/a0c8760ad893f497848212da9c6ef5cb961d5aee/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResivYNEWLCG5JLAJtqdn4Cb7S72x3g5YDhp)/source.webp",12
146,Pulse,COMBAT,0,Small,1,true,"https://robertsspaceindustries.com/i/fda2384407c36cc0dcf025c626a427104eec557d/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskHwGLihMvGXWkmUk6XqVmpyqSSy76FghU)/source.webp",16
157,Freelancer MIS,GUN SHIP,0,Medium,4,true,"https://robertsspaceindustries.com/i/c51bfec4cc0e06835e221a7948ce37c0c7e4732b/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskqTKQ9TNTVk76eayuSkChr5ez3c36SSp6)/source.webp",12
147,Pulse LX,RACING,0,Small,1,true,"https://robertsspaceindustries.com/i/f440bae25f434211eb9dc7c586f3b33d7a90fdde/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseM9oAN4edgLt729KhyXTui275YcwAH3A6)/source.webp",16
139,P-72 Archimedes,RACING,0,Small,1,true,"https://robertsspaceindustries.com/i/c4136eb7b9a090dbd6417e2c7cef5b449cb7da85/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResev3uj33ZcSyfFgcyVdQoGyjUZdtCF4h4a)/source.webp",11
141,Fury LX,RACING,0,Small,1,true,"https://robertsspaceindustries.com/i/a907809ebb4a81e050de8bc0cca43e28f2f04d09/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResipDUniadrxVqFV8Exc6F8gdxmNfxCBMqQ)/source.webp",16
134,PTV,TOURING,0,Vehicle,1,true,"https://robertsspaceindustries.com/i/229633d3eb47dcb6f98174212101c3f5889f5c1b/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResejJxgowdjCH26GobvfhugVXpDwAgduSyt)/source.webp",15
143,Guardian,HEAVY FIGHTER,0,Small,1,true,"https://robertsspaceindustries.com/i/478b410c55f539921aa64243ac35830b4df781f8/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjNyeyi5nsV2JkpuiqKNKw4cqRkqD2mEox)/source.webp",16
149,Razor EX,STEALTH,0,Small,1,true,"https://robertsspaceindustries.com/i/bf2b52f15d4d9a58e95d3350a8e985e6ef456d5e/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResepoxDo1odgZbP1T6ityiJ87KEdH4JYGC6)/source.webp",16
135,ROC,MINING,0,Vehicle,1,true,"https://robertsspaceindustries.com/i/d61d296bca87d8ee1ec5f320e0a181b635eac966/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjZpg3TvUXzoPPWHyznxuewoEwZYPpvQLe)/source.webp",15
148,Razor,RACING,0,Small,1,true,"https://robertsspaceindustries.com/i/05119ac86d6039b68c9c646f4818bbc4d22bb377/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskCv7hJjwnYXcXYGeFkG5AEgr5jvsY61hY)/source.webp",16
150,Razor LX,LUXURY,0,Small,1,true,"https://robertsspaceindustries.com/i/584ae93b7df23c90b8d1c8ac880b4c0acf7478c5/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjYZbU7YRbY39aKhXriPkhsMyLYc2GruWE)/source.webp",16
133,MTC,COMBAT,1,Vehicle,1,true,"https://robertsspaceindustries.com/i/dddfae02ba2ffd422d0fd89888d79b2e46cdbc5f/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjk1FFtkNUvaK2WVK9EWKRHJszuiBF2CFg)/source.webp",15
136,ROC-DS,MINING,0,Vehicle,2,true,"https://robertsspaceindustries.com/i/055eb7e8be37bbbe2762bdf80eed176f623245e1/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResf1KiRdFjoqLzFeGUNcHcx8G7544GVQBqg)/source.webp",15
155,Freelancer DUR,EXPEDITION,0,Medium,4,true,"https://robertsspaceindustries.com/i/49129d4e9916265c0325843551f8847756ce967e/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjHjQ9eeqVBo9t4wNhofoBkZk9Sug6dE8n)/source.webp",12
159,Hull B,HEAVY FREIGHT,0,Medium,1,false,"https://robertsspaceindustries.com/i/25120672ff314b1d683cb18ca15e0e7dd001d98e/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseeEHvSiqqTRhJVsvjoHYZS2WAdG3m1tir)/source.webp",12
165,Reliant Kore,STARTER / LIGHT FREIGHT,0,Small,2,true,"https://robertsspaceindustries.com/i/ea8fae7b43c8a7bb81b4eb5f64276dffb7b95a2f/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseBjYH9QwVxcVgKCkZxHJedxrQx8RoML7Y)/source.webp",12
142,Fury MX,SNUB FIGHTER,0,Small,1,true,"https://robertsspaceindustries.com/i/8a355f968a9fb8a7a1561f09594de5a53bb520ef/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResiedrpVbiTc8HyRzgMr7wjGhHFaUNQBefx)/source.webp",16
144,Guardian MX,HEAVY FIGHTER,0,Small,1,true,"https://robertsspaceindustries.com/i/309b117069175079c3ffd10bdd2d049f3ec21109/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResizrRM5jTxuTFgo1xHQEuf9mLWkSATDWeJ)/source.webp",16
145,Guardian QI,HEAVY FIGHTER,0,Small,1,true,"https://robertsspaceindustries.com/i/2483ec23739aa394061b277527f6e3e7f5c5f9f7/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResj1ndf4manLs7oQb2QBDyvNe2nWg187tCW)/source.webp",16
166,Reliant Mako,REPORTING,0,Small,2,true,"https://robertsspaceindustries.com/i/4fe83bc8bd0ca21b363933b7076f7ecad9e7dbff/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseYhDYcqx9rCA8CHExTvxfzFUwTV8KX6aA)/source.webp",12
138,P-52 Merlin,SNUB FIGHTER,0,Small,1,true,"https://robertsspaceindustries.com/i/8dececc4f3eb9aef6528e9787a901282df35efb9/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResivhwGVUftNgJ5wypSvobRWnKmXUmmce4E)/source.webp",11
162,Hull E,HEAVY FREIGHT,0,Capital,5,false,"https://robertsspaceindustries.com/i/e508950f37c0962bfa3a86bbee2a49b4af2a815c/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjYX8AoSzGvZWyXisKXvXGrmWWbFuRCfuG)/source.webp",12
160,Hull C,HEAVY FREIGHT,0,Large,4,true,"https://robertsspaceindustries.com/i/6e75777fcd9e8bcbae39dd3eb95a759f56a83331/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseBmyghnVEmRQ1qGWVhGUthYBC5hxK5Cb8)/source.webp",12
161,Hull D,HEAVY FREIGHT,0,Capital,5,false,"https://robertsspaceindustries.com/i/195af2372d8b1f5c8468458a6e8fa1aedf2b9a50/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseGuzyu4pRpM27n6RHhMau4SpgRfZtrpLe)/source.webp",12
154,Freelancer,MEDIUM FREIGHT,0,Medium,4,true,"https://robertsspaceindustries.com/i/eae94400f321ac79b60801b8f638b59b014596c0/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskumhWA6r5nzPt54RLffKr4yti7fDf58wp)/source.webp",12
156,Freelancer MAX,MEDIUM FREIGHT,0,Medium,4,true,"https://robertsspaceindustries.com/i/c23c58b95e29c3f0ffb1c5173d5239aa5d807990/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjkUnT3YrmhSyyU6ENLFpx76knojsTnvj8)/source.webp",12
158,Hull A,MEDIUM FREIGHT,0,Small,1,true,"https://robertsspaceindustries.com/i/a9ba88708475a069e74c3ebd44840f1568730111/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseTiWv14XfeGqkvh7qGGd8PsbT6CXSrQ9c)/source.webp",12
152,Expanse,REFINERY,128,Small,1,false,"https://robertsspaceindustries.com/i/741ef4cf2e3afdb9594b2361c4b9c383b89b0829/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskfAiwB65NCsLfMiNpnNGtH6fJUffaK33C)/source.webp",12
164,Prospector,PROSPECTING / MINING,0,Small,1,true,"https://robertsspaceindustries.com/i/2400ab1c3df122ca6fc1d885bd23534cee75e33f/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResepos4wbPX17Jsm7jZA9AnYMPMXZ1WqAyc)/source.webp",12
137,STV,TRANSPORT,1,Vehicle,1,true,"https://robertsspaceindustries.com/i/83719471984714efdde559b6f9e936bcf86845ba/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskCv7m8TiAMkonNjPhXV8R6Hb67RxWnqo4)/source.webp",15
172,Starlancer TAC,PATROL,0,Medium,8,true,"https://robertsspaceindustries.com/i/800c29a211e6ec9ac5ae9573cc867bbe312f8470/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResj1w3KASs6Cf5fSBCJYkGF9z5AWrGMdiWJ)/source.webp",12
171,Starlancer MAX,MEDIUM FREIGHT,0,-,4,true,"https://robertsspaceindustries.com/i/1d60a72b92e06ea7905b461b75dad4ab03bee83a/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskuqKJR7ahwoCpivELREMemk2AkjkX8G7Q)/source.webp",12
